timestamp,stage,sim_id,infer_id,obs_id,num_sims,num_obs,details,seconds,status
2025-11-11T15:59:38,plot_chains,sim_z1,infer_z1,obs_z1_lambda5,10000,50,,1.845986,success
2025-11-11T15:59:49,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5,10000,50,,3.735414,success
2025-11-11T15:59:57,plot_chains,sim_z1,infer_z1,obs_z1_lambda5,10000,376,,1.700766,success
2025-11-11T16:00:08,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5,10000,376,,4.864309,success
2025-11-11T16:01:32,plot_chains,sim_z1,infer_z1,obs_z1_lambda5,10000,50,,1.680183,success
2025-11-11T16:01:42,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5,10000,50,,3.541196,success
2025-11-11T16:01:50,plot_chains,sim_z1,infer_z1,obs_z1_lambda5,10000,376,,1.676548,success
2025-11-11T16:02:01,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5,10000,376,,4.714188,success
2025-11-11T16:02:44,plot_chains,sim_z1,infer_z1,obs_z1_lambda5,10000,50,,2.044380,success
2025-11-11T16:02:54,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5,10000,50,,3.613307,success
2025-11-11T16:03:02,plot_chains,sim_z1,infer_z1,obs_z1_lambda5,10000,376,,1.990348,success
2025-11-11T16:03:14,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5,10000,376,,4.969894,success
2025-11-11T16:04:31,gen_simulations,sim_z1,,,10000,10,existing simulations,0.000024,skipped
2025-11-11T16:04:37,gen_observations,,,obs_z1_lambda5,,10,existing observations,0.000030,skipped
2025-11-11T16:04:44,gen_posterior,sim_z1,infer_z1,,10000,10,existing posterior,0.000038,skipped
2025-11-11T16:04:50,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5,10000,10,existing inference,0.000028,skipped
2025-11-11T16:05:20,gen_simulations,sim_z1,,,10000,10,existing simulations,0.000033,skipped
2025-11-11T16:05:27,gen_observations,,,obs_z1_lambda5,,10,existing observations,0.000025,skipped
2025-11-11T16:05:33,gen_posterior,sim_z1,infer_z1,,10000,10,existing posterior,0.000032,skipped
2025-11-11T16:05:38,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5,10000,10,existing inference,0.000028,skipped
2025-11-11T16:05:51,plot_chains,sim_z1,infer_z1,obs_z1_lambda5,10000,10,,6.665142,success
2025-11-11T16:06:01,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5,10000,10,,3.389187,success
2025-11-11T16:07:04,plot_calibration,sim_z1,infer_z1,obs_z1_lambda5,10000,10,,56.198600,success
2025-11-11T16:07:10,gen_simulations,sim_z1_high_mc_scatter,,,10000,10,existing simulations,0.000026,skipped
2025-11-11T16:07:17,gen_observations,,,obs_z1_lambda5_high_mc_scatter,,10,existing observations,0.000024,skipped
2025-11-11T16:07:24,gen_posterior,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,,10000,10,existing posterior,0.000032,skipped
2025-11-11T16:07:30,run_inference_total,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,10,existing inference,0.000030,skipped
2025-11-11T16:07:43,plot_chains,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,10,,6.681410,success
2025-11-11T16:07:52,plot_diagnostics,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,10,,3.224434,success
2025-11-11T16:08:55,plot_calibration,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,10,,56.948266,success
2025-11-11T16:09:02,gen_simulations,sim_z1_high_noise,,,10000,10,existing simulations,0.000039,skipped
2025-11-11T16:09:11,gen_observations,,,obs_z1_lambda5_high_noise,,10,existing observations,0.000030,skipped
2025-11-11T16:09:18,gen_posterior,sim_z1_high_noise,infer_z1,,10000,10,existing posterior,0.000030,skipped
2025-11-11T16:09:25,run_inference_total,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,10,existing inference,0.000035,skipped
2025-11-11T16:09:39,plot_chains,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,10,,6.858396,success
2025-11-11T16:09:50,plot_diagnostics,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,10,,3.419280,success
2025-11-11T16:10:54,plot_calibration,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,10,,57.895713,success
2025-11-11T16:11:01,gen_simulations,sim_z1,,,10000,10,existing simulations,0.000028,skipped
2025-11-11T16:11:08,gen_observations,,,obs_z1_lambda5_prada,,10,existing observations,0.000050,skipped
2025-11-11T16:11:14,gen_posterior,sim_z1,infer_z1,,10000,10,existing posterior,0.000028,skipped
2025-11-11T16:11:20,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,10,existing inference,0.000033,skipped
2025-11-11T16:11:32,plot_chains,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,10,,6.565683,success
2025-11-11T16:11:42,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,10,,3.291328,success
2025-11-11T16:12:38,plot_calibration,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,10,,50.693872,success
2025-11-11T16:12:45,gen_simulations,sim_z1,,,10000,10,existing simulations,0.000033,skipped
2025-11-11T16:12:51,gen_observations,,,obs_z1_lambda5_ludlow,,10,existing observations,0.000179,skipped
2025-11-11T16:12:57,gen_posterior,sim_z1,infer_z1,,10000,10,existing posterior,0.000031,skipped
2025-11-11T16:13:02,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5_ludlow,10000,10,existing inference,0.000258,skipped
2025-11-11T16:13:14,plot_chains,sim_z1,infer_z1,obs_z1_lambda5_ludlow,10000,10,,6.362191,success
2025-11-11T16:13:23,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5_ludlow,10000,10,,3.210053,success
2025-11-11T16:15:36,plot_calibration,sim_z1,infer_z1,obs_z1_lambda5_ludlow,10000,10,,127.741336,success
2025-11-11T16:15:43,gen_simulations,sim_z1_high_noise,,,10000,10,existing simulations,0.000026,skipped
2025-11-11T16:15:50,gen_observations,,,obs_z1_lambda5,,10,existing observations,0.000028,skipped
2025-11-11T16:15:55,gen_posterior,sim_z1_high_noise,infer_z1,,10000,10,existing posterior,0.000029,skipped
2025-11-11T16:16:01,run_inference_total,sim_z1_high_noise,infer_z1,obs_z1_lambda5,10000,10,existing inference,0.000028,skipped
2025-11-11T16:16:12,plot_chains,sim_z1_high_noise,infer_z1,obs_z1_lambda5,10000,10,,6.274494,success
2025-11-11T16:16:21,plot_diagnostics,sim_z1_high_noise,infer_z1,obs_z1_lambda5,10000,10,,3.139820,success
2025-11-11T16:17:21,plot_calibration,sim_z1_high_noise,infer_z1,obs_z1_lambda5,10000,10,,54.685006,success
2025-11-11T16:17:28,gen_simulations,sim_z1,,,10000,10,existing simulations,0.000030,skipped
2025-11-11T16:17:34,gen_observations,,,obs_z1_lambda5_high_noise,,10,existing observations,0.000028,skipped
2025-11-11T16:17:40,gen_posterior,sim_z1,infer_z1,,10000,10,existing posterior,0.000031,skipped
2025-11-11T16:17:45,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5_high_noise,10000,10,existing inference,0.000273,skipped
2025-11-11T16:17:57,plot_chains,sim_z1,infer_z1,obs_z1_lambda5_high_noise,10000,10,,6.355748,success
2025-11-11T16:18:06,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5_high_noise,10000,10,,3.442418,success
2025-11-11T16:19:09,plot_calibration,sim_z1,infer_z1,obs_z1_lambda5_high_noise,10000,10,,56.715737,success
2025-11-11T16:19:16,gen_simulations,sim_z1,,,10000,20,existing simulations,0.000029,skipped
2025-11-11T16:19:23,gen_observations,,,obs_z1_lambda5,,20,existing observations,0.000030,skipped
2025-11-11T16:19:28,gen_posterior,sim_z1,infer_z1,,10000,20,existing posterior,0.000287,skipped
2025-11-11T16:19:34,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5,10000,20,existing inference,0.000027,skipped
2025-11-11T16:19:46,plot_chains,sim_z1,infer_z1,obs_z1_lambda5,10000,20,,6.484170,success
2025-11-11T16:19:56,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5,10000,20,,3.379635,success
2025-11-11T16:21:40,plot_calibration,sim_z1,infer_z1,obs_z1_lambda5,10000,20,,97.962250,success
2025-11-11T16:21:47,gen_simulations,sim_z1_high_mc_scatter,,,10000,20,existing simulations,0.000174,skipped
2025-11-11T16:21:53,gen_observations,,,obs_z1_lambda5_high_mc_scatter,,20,existing observations,0.000029,skipped
2025-11-11T16:21:59,gen_posterior,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,,10000,20,existing posterior,0.000028,skipped
2025-11-11T16:22:05,run_inference_total,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,20,existing inference,0.000029,skipped
2025-11-11T16:22:17,plot_chains,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,20,,6.477732,success
2025-11-11T16:22:26,plot_diagnostics,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,20,,3.228710,success
2025-11-11T16:24:09,plot_calibration,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,20,,97.574537,success
2025-11-11T16:24:16,gen_simulations,sim_z1_high_noise,,,10000,20,existing simulations,0.000027,skipped
2025-11-11T16:24:22,gen_observations,,,obs_z1_lambda5_high_noise,,20,existing observations,0.000026,skipped
2025-11-11T16:24:28,gen_posterior,sim_z1_high_noise,infer_z1,,10000,20,existing posterior,0.000030,skipped
2025-11-11T16:24:33,run_inference_total,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,20,existing inference,0.000030,skipped
2025-11-11T16:24:46,plot_chains,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,20,,6.476743,success
2025-11-11T16:24:55,plot_diagnostics,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,20,,3.410742,success
2025-11-11T16:26:38,plot_calibration,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,20,,98.078880,success
2025-11-11T16:26:44,gen_simulations,sim_z1,,,10000,20,existing simulations,0.000027,skipped
2025-11-11T16:26:51,gen_observations,,,obs_z1_lambda5_prada,,20,existing observations,0.000037,skipped
2025-11-11T16:26:56,gen_posterior,sim_z1,infer_z1,,10000,20,existing posterior,0.000030,skipped
2025-11-11T16:27:02,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,20,existing inference,0.000183,skipped
2025-11-11T16:27:14,plot_chains,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,20,,6.333744,success
2025-11-11T16:27:23,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,20,,3.403964,success
2025-11-11T16:28:58,plot_calibration,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,20,,89.486191,success
2025-11-11T16:29:05,gen_simulations,sim_z1,,,10000,20,existing simulations,0.000029,skipped
2025-11-11T16:29:13,gen_observations,,,obs_z1_lambda5_ludlow,,20,existing observations,0.000042,skipped
2025-11-11T16:29:22,gen_posterior,sim_z1,infer_z1,,10000,20,existing posterior,0.000033,skipped
2025-11-11T16:29:29,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5_ludlow,10000,20,existing inference,0.000044,skipped
2025-11-11T16:29:41,plot_chains,sim_z1,infer_z1,obs_z1_lambda5_ludlow,10000,20,,6.546642,success
2025-11-11T16:29:51,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5_ludlow,10000,20,,3.715036,success
2025-11-11T16:34:09,plot_calibration,sim_z1,infer_z1,obs_z1_lambda5_ludlow,10000,20,,248.312421,success
2025-11-11T16:34:17,gen_simulations,sim_z1_high_noise,,,10000,20,existing simulations,0.000027,skipped
2025-11-11T16:34:24,gen_observations,,,obs_z1_lambda5,,20,existing observations,0.000026,skipped
2025-11-11T16:34:30,gen_posterior,sim_z1_high_noise,infer_z1,,10000,20,existing posterior,0.000031,skipped
2025-11-11T16:34:36,run_inference_total,sim_z1_high_noise,infer_z1,obs_z1_lambda5,10000,20,existing inference,0.000028,skipped
2025-11-11T16:34:48,plot_chains,sim_z1_high_noise,infer_z1,obs_z1_lambda5,10000,20,,6.767511,success
2025-11-11T16:34:58,plot_diagnostics,sim_z1_high_noise,infer_z1,obs_z1_lambda5,10000,20,,3.407925,success
2025-11-11T16:36:44,plot_calibration,sim_z1_high_noise,infer_z1,obs_z1_lambda5,10000,20,,99.502312,success
2025-11-11T16:36:51,gen_simulations,sim_z1,,,10000,20,existing simulations,0.000029,skipped
2025-11-11T16:36:57,gen_observations,,,obs_z1_lambda5_high_noise,,20,existing observations,0.000026,skipped
2025-11-11T16:37:03,gen_posterior,sim_z1,infer_z1,,10000,20,existing posterior,0.000039,skipped
2025-11-11T16:37:09,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5_high_noise,10000,20,existing inference,0.000390,skipped
2025-11-11T16:37:22,plot_chains,sim_z1,infer_z1,obs_z1_lambda5_high_noise,10000,20,,6.709208,success
2025-11-11T16:37:32,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5_high_noise,10000,20,,3.581207,success
2025-11-11T16:39:19,plot_calibration,sim_z1,infer_z1,obs_z1_lambda5_high_noise,10000,20,,100.593668,success
2025-11-11T16:39:26,gen_simulations,sim_z1,,,10000,50,existing simulations,0.000032,skipped
2025-11-11T16:39:33,gen_observations,,,obs_z1_lambda5,,50,existing observations,0.000025,skipped
2025-11-11T16:39:39,gen_posterior,sim_z1,infer_z1,,10000,50,existing posterior,0.000037,skipped
2025-11-11T16:39:45,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5,10000,50,existing inference,0.000027,skipped
2025-11-11T16:39:59,plot_chains,sim_z1,infer_z1,obs_z1_lambda5,10000,50,,6.912728,success
2025-11-11T16:40:10,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5,10000,50,,3.905373,success
2025-11-11T16:44:13,plot_calibration,sim_z1,infer_z1,obs_z1_lambda5,10000,50,,233.951522,success
2025-11-11T16:44:20,gen_simulations,sim_z1_high_mc_scatter,,,10000,50,existing simulations,0.000029,skipped
2025-11-11T16:44:26,gen_observations,,,obs_z1_lambda5_high_mc_scatter,,50,existing observations,0.000179,skipped
2025-11-11T16:44:32,gen_posterior,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,,10000,50,existing posterior,0.000029,skipped
2025-11-11T16:44:38,run_inference_total,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,50,existing inference,0.000030,skipped
2025-11-11T16:44:50,plot_chains,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,50,,6.622511,success
2025-11-11T16:45:00,plot_diagnostics,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,50,,3.475795,success
2025-11-11T16:49:00,plot_calibration,sim_z1_high_mc_scatter,infer_z1_high_mc_scatter,obs_z1_lambda5_high_mc_scatter,10000,50,,233.012285,success
2025-11-11T16:49:07,gen_simulations,sim_z1_high_noise,,,10000,50,existing simulations,0.000029,skipped
2025-11-11T16:49:13,gen_observations,,,obs_z1_lambda5_high_noise,,50,existing observations,0.000263,skipped
2025-11-11T16:49:19,gen_posterior,sim_z1_high_noise,infer_z1,,10000,50,existing posterior,0.000029,skipped
2025-11-11T16:49:25,run_inference_total,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,50,existing inference,0.000474,skipped
2025-11-11T16:49:37,plot_chains,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,50,,7.061216,success
2025-11-11T16:49:48,plot_diagnostics,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,50,,4.454171,success
2025-11-11T16:54:01,plot_calibration,sim_z1_high_noise,infer_z1,obs_z1_lambda5_high_noise,10000,50,,247.080012,success
2025-11-11T16:54:08,gen_simulations,sim_z1,,,10000,50,existing simulations,0.000027,skipped
2025-11-11T16:54:15,gen_observations,,,obs_z1_lambda5_prada,,50,existing observations,0.000043,skipped
2025-11-11T16:54:21,gen_posterior,sim_z1,infer_z1,,10000,50,existing posterior,0.000031,skipped
2025-11-11T16:54:26,run_inference_total,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,50,existing inference,0.000261,skipped
2025-11-11T16:54:38,plot_chains,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,50,,6.602069,success
2025-11-11T16:54:48,plot_diagnostics,sim_z1,infer_z1,obs_z1_lambda5_prada,10000,50,,3.499455,success
